id,movie_title,year,actor_1_name,actor_2_name,actor_3_name,director_name,genres,comb
5559,bee movie,2007.0,Matthew Broderick,Oprah Winfrey,Rip Torn,Steve Hickner,Adventure Animation Comedy Family,Matthew Broderick Oprah Winfrey Rip Torn Steve Hickner Adventure Animation Comedy Family
49444,kung fu panda 2,2011.0,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Jennifer Yuh Nelson,Action Adventure Animation Comedy Family,Angelina Jolie Pitt Gary Oldman Mike Bell Jennifer Yuh Nelson Action Adventure Animation Comedy Family
10196,the last airbender,2010.0,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,M. Night Shyamalan,Action Adventure Family Fantasy,Seychelle Gabriel Noah Ringer Aasif Mandvi M. Night Shyamalan Action Adventure Family Fantasy
956,mission: impossible iii,2006.0,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,J.J. Abrams,Action Adventure Thriller,Philip Seymour Hoffman Tom Cruise Eddie Marsan J.J. Abrams Action Adventure Thriller
117251,white house down,2013.0,Channing Tatum,Jake Weber,Matt Craven,Roland Emmerich,Action Drama Thriller,Channing Tatum Jake Weber Matt Craven Roland Emmerich Action Drama Thriller
50321,mars needs moms,2011.0,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Simon Wells,Action Adventure Animation Comedy Family Sci-Fi,Elisabeth Harnois Dan Fogler Tom Everett Scott Simon Wells Action Adventure Animation Comedy Family Sci-Fi
11619,flushed away,2006.0,Hugh Jackman,Kate Winslet,David Suchet,David Bowers,Adventure Animation Comedy Family,Hugh Jackman Kate Winslet David Suchet David Bowers Adventure Animation Comedy Family
82703,mr. peabody & sherman,2014.0,Ty Burrell,Zach Callison,Karan Brar,Rob Minkoff,Adventure Animation Comedy Family Sci-Fi,Ty Burrell Zach Callison Karan Brar Rob Minkoff Adventure Animation Comedy Family Sci-Fi
652,troy,2004.0,Brad Pitt,Orlando Bloom,Julian Glover,Wolfgang Petersen,Adventure,Brad Pitt Orlando Bloom Julian Glover Wolfgang Petersen Adventure
80321,madagascar 3: europe's most wanted,2012.0,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Eric Darnell,Adventure Animation Comedy Family,Jada Pinkett Smith Martin Short Cedric the Entertainer Eric Darnell Adventure Animation Comedy Family
36669,die another day,2002.0,Toby Stephens,Colin Salmon,Rick Yune,Lee Tamahori,Action Adventure Thriller,Toby Stephens Colin Salmon Rick Yune Lee Tamahori Action Adventure Thriller
95,armageddon,1998.0,Bruce Willis,Steve Buscemi,Will Patton,Michael Bay,Action Adventure Sci-Fi Thriller,Bruce Willis Steve Buscemi Will Patton Michael Bay Action Adventure Sci-Fi Thriller
608,men in black ii,2002.0,Will Smith,Rosario Dawson,Rip Torn,Barry Sonnenfeld,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi
2310,beowulf,2007.0,Robin Wright,Anthony Hopkins,Sebastian Roché,Robert Zemeckis,Action Adventure Animation Fantasy,Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis Action Adventure Animation Fantasy
140300,kung fu panda 3,2016.0,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Alessandro Carloni,Action Adventure Animation Comedy Family,J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni Action Adventure Animation Comedy Family
56292,mission: impossible - ghost protocol,2011.0,Tom Cruise,Jeremy Renner,Michael Nyqvist,Brad Bird,Action Adventure Thriller,Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird Action Adventure Thriller
81188,rise of the guardians,2012.0,Hugh Jackman,Kamil McFadden,Khamani Griffin,Peter Ramsey,Adventure Animation Family Fantasy,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey Adventure Animation Family Fantasy
7552,fun with dick and jane,2005.0,John Michael Higgins,Richard Burgi,David Herman,Dean Parisot,Comedy Crime,John Michael Higgins Richard Burgi David Herman Dean Parisot Comedy Crime
616,the last samurai,2003.0,Tom Cruise,Tony Goldwyn,Chad Lindberg,Edward Zwick,Action Drama History War,Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick Action Drama History War
13475,star trek,2009.0,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,J.J. Abrams,Action Adventure Sci-Fi,Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams Action Adventure Sci-Fi
557,spider-man,2002.0,J.K. Simmons,James Franco,Kirsten Dunst,Sam Raimi,Action Adventure Fantasy Romance,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance
82702,how to train your dragon 2,2014.0,Gerard Butler,Djimon Hounsou,America Ferrera,Dean DeBlois,Action Adventure Animation Comedy Family Fantasy,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois Action Adventure Animation Comedy Family Fantasy
205584,gods of egypt,2016.0,Gerard Butler,Elodie Yung,Bryan Brown,Alex Proyas,Action Adventure Fantasy,Gerard Butler Elodie Yung Bryan Brown Alex Proyas Action Adventure Fantasy
10048,stealth,2005.0,Sam Shepard,Joe Morton,Richard Roxburgh,Rob Cohen,Action Adventure Sci-Fi Thriller,Sam Shepard Joe Morton Richard Roxburgh Rob Cohen Action Adventure Sci-Fi Thriller
13183,watchmen,2009.0,Matt Frewer,Billy Crudup,Stephen McHattie,Zack Snyder,Action Drama Mystery Sci-Fi,Matt Frewer Billy Crudup Stephen McHattie Zack Snyder Action Drama Mystery Sci-Fi
944,lethal weapon 4,1998.0,Jet Li,Rene Russo,Darlene Love,Richard Donner,Action Crime Thriller,Jet Li Rene Russo Darlene Love Richard Donner Action Crime Thriller
1927,hulk,2003.0,Kevin Rankin,Regi Davis,Celia Weston,Ang Lee,Action Sci-Fi,Kevin Rankin Regi Davis Celia Weston Ang Lee Action Sci-Fi
72559,g.i. joe: retaliation,2013.0,Channing Tatum,Dwayne Johnson,Elodie Yung,Jon M. Chu,Action Adventure Sci-Fi Thriller,Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu Action Adventure Sci-Fi Thriller
7364,sahara,2005.0,Matthew McConaughey,Rainn Wilson,Delroy Lindo,Breck Eisner,Action Adventure Comedy Thriller,Matthew McConaughey Rainn Wilson Delroy Lindo Breck Eisner Action Adventure Comedy Thriller
2114,final fantasy: the spirits within,2001.0,Steve Buscemi,Ming-Na Wen,Jean Simmons,Hironobu Sakaguchi,Action Adventure Animation Fantasy Romance Sci-Fi,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi
1771,captain america: the first avenger,2011.0,Chris Evans,Dominic Cooper,Hayley Atwell,Joe Johnston,Action Adventure Sci-Fi,Chris Evans Dominic Cooper Hayley Atwell Joe Johnston Action Adventure Sci-Fi
36643,the world is not enough,1999.0,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Michael Apted,Action Adventure Thriller,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted Action Adventure Thriller
8619,master and commander: the far side of the world,2003.0,James D'Arcy,Lee Ingleby,David Threlfall,Peter Weir,Action Adventure Drama History War,James D'Arcy Lee Ingleby David Threlfall Peter Weir Action Adventure Drama History War
65759,happy feet 2,2011.0,Robin Williams,Brad Pitt,Common,George Miller,Animation Comedy Family Musical,Robin Williams Brad Pitt Common George Miller Animation Comedy Family Musical
1724,the incredible hulk,2008.0,Ty Burrell,Peter Mensah,William Hurt,Louis Leterrier,Action Adventure Sci-Fi,Ty Burrell Peter Mensah William Hurt Louis Leterrier Action Adventure Sci-Fi
82,miami vice,,Don Johnson,Philip Michael Thomas,John Diehl,unknown,Action Crime Drama Mystery Thriller,Don Johnson Philip Michael Thomas John Diehl unknown Action Crime Drama Mystery Thriller
267935,the bfg,2016.0,Mark Rylance,Penelope Wilton,Rafe Spall,Steven Spielberg,Adventure Family Fantasy,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg Adventure Family Fantasy
281957,the revenant,2015.0,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Alejandro G. Iñárritu,Adventure Drama Thriller Western,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu Adventure Drama Thriller Western
77950,turbo,2013.0,Ryan Reynolds,Snoop Dogg,Ben Schwartz,David Soren,Adventure Animation Comedy Family Sport,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren Adventure Animation Comedy Family Sport
44896,rango,2011.0,Johnny Depp,Ray Winstone,Stephen Root,Gore Verbinski,Adventure Animation Comedy Family Western,Johnny Depp Ray Winstone Stephen Root Gore Verbinski Adventure Animation Comedy Family Western
270946,penguins of madagascar,2014.0,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Eric Darnell,Adventure Animation Comedy Family,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell Adventure Animation Comedy Family
2503,the bourne ultimatum,2007.0,Matt Damon,Edgar Ramírez,Albert Finney,Paul Greengrass,Action Mystery Thriller,Matt Damon Edgar Ramírez Albert Finney Paul Greengrass Action Mystery Thriller
9502,kung fu panda,2008.0,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Mark Osborne,Action Adventure Animation Comedy Family,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne Action Adventure Animation Comedy Family
102899,ant-man,2015.0,Judy Greer,Hayley Atwell,T.I.,Peyton Reed,Action Adventure Comedy Sci-Fi,Judy Greer Hayley Atwell T.I. Peyton Reed Action Adventure Comedy Sci-Fi
101299,the hunger games: catching fire,2013.0,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Francis Lawrence,Adventure Sci-Fi Thriller,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence Adventure Sci-Fi Thriller
50620,the twilight saga: breaking dawn - part 2,2012.0,Robert Pattinson,Kristen Stewart,Taylor Lautner,Bill Condon,Adventure Drama Fantasy Romance,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance
74,war of the worlds,2005.0,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Steven Spielberg,Adventure Sci-Fi Thriller,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg Adventure Sci-Fi Thriller
8961,bad boys ii,2003.0,Will Smith,Henry Rollins,Jordi Mollà,Michael Bay,Action Comedy Crime Thriller,Will Smith Henry Rollins Jordi Mollà Michael Bay Action Comedy Crime Thriller
417859,puss in boots,2011.0,Salma Hayek,Constance Marie,Amy Sedaris,Chris Miller,Action Adventure Animation Comedy Family Fantasy,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy
27576,salt,2010.0,Angelina Jolie Pitt,Andre Braugher,August Diehl,Phillip Noyce,Action Crime Mystery Thriller,Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce Action Crime Mystery Thriller
86834,noah,2014.0,Anthony Hopkins,Emma Watson,Logan Lerman,Darren Aronofsky,Action Adventure Drama,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky Action Adventure Drama
17578,the adventures of tintin,2011.0,Toby Jones,Mackenzie Crook,Tony Curran,Steven Spielberg,Action Adventure Family Mystery,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg Action Adventure Family Mystery
673,harry potter and the prisoner of azkaban,2004.0,Daniel Radcliffe,Gary Oldman,Rupert Grint,Alfonso Cuarón,Adventure Family Fantasy Mystery,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón Adventure Family Fantasy Mystery
6972,australia,2008.0,Essie Davis,Bryan Brown,Eddie Baroo,Baz Luhrmann,Adventure Drama Romance War,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann Adventure Drama Romance War
82700,after earth,2013.0,Will Smith,Zoë Kravitz,Glenn Morshower,M. Night Shyamalan,Action Adventure Sci-Fi,Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan Action Adventure Sci-Fi
10567,dinosaur,2000.0,Alfre Woodard,D.B. Sweeney,Della Reese,Eric Leighton,Adventure Animation Family Thriller,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton Adventure Animation Family Thriller
181533,night at the museum: secret of the tomb,2014.0,Robin Williams,Rami Malek,Steve Coogan,Shawn Levy,Adventure Comedy Family Fantasy,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy
38055,megamind,2010.0,J.K. Simmons,Brad Pitt,Will Ferrell,Tom McGrath,Action Animation Comedy Family Sci-Fi,J.K. Simmons Brad Pitt Will Ferrell Tom McGrath Action Animation Comedy Family Sci-Fi
671,harry potter and the sorcerer's stone,2001.0,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Chris Columbus,Adventure Family Fantasy,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy
49524,r.i.p.d.,2013.0,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Robert Schwentke,Action Comedy Fantasy,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy
315011,godzilla resurgence,2016.0,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Hideaki Anno,Action Adventure Drama Horror Sci-Fi,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action Adventure Drama Horror Sci-Fi
22,pirates of the caribbean: the curse of the black pearl,2003.0,Johnny Depp,Orlando Bloom,Jack Davenport,Gore Verbinski,Action Adventure Fantasy,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy
12445,harry potter and the deathly hallows: part i,2010.0,Rupert Grint,Toby Jones,Alfred Enoch,Matt Birch,Fantasy,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy
131631,the hunger games: mockingjay - part 1,2014.0,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Francis Lawrence,Adventure Sci-Fi Thriller,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller
591,the da vinci code,2006.0,Tom Hanks,Seth Gabel,Jürgen Prochnow,Ron Howard,Mystery Thriller,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard Mystery Thriller
172385,rio 2,2014.0,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Carlos Saldanha,Adventure Animation Comedy Family Musical,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical
758075,x-men 2,2003.0,Hugh Jackman,Bruce Davison,Aaron Stanford,Bryan Singer,Action Adventure Fantasy Sci-Fi Thriller,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
51497,fast five,2011.0,Paul Walker,Vin Diesel,Dwayne Johnson,Justin Lin,Action Crime Thriller,Paul Walker Vin Diesel Dwayne Johnson Justin Lin Action Crime Thriller
58574,sherlock holmes: a game of shadows,2011.0,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Guy Ritchie,Action Adventure Crime Mystery Thriller,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller
1911,the 13th warrior,1999.0,Tony Curran,Vladimir Kulich,Clive Russell,John McTiernan,Action Adventure History,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History
49040,the bourne legacy,2012.0,Jeremy Renner,Scott Glenn,Stacy Keach,Tony Gilroy,Action Adventure Thriller,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller
415,batman & robin,1997.0,Michael Gough,Vivica A. Fox,John Glover,Joel Schumacher,Action,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action
8871,how the grinch stole christmas,2000.0,Clint Howard,T.J. Thyne,Molly Shannon,Ron Howard,Comedy Family Fantasy,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy
435,the day after tomorrow,2004.0,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Roland Emmerich,Action Adventure Sci-Fi Thriller,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller
955,mission: impossible ii,2000.0,Tom Cruise,Dougray Scott,Richard Roxburgh,John Woo,Action Adventure Thriller,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller
2133,the perfect storm,2000.0,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Wolfgang Petersen,Action Adventure Drama Thriller,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller
1979,fantastic 4: rise of the silver surfer,2007.0,Chris Evans,Ioan Gruffudd,Andre Braugher,Tim Story,Action Adventure Sci-Fi Thriller,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller
87827,life of pi,2012.0,Suraj Sharma,Rafe Spall,Tabu,Ang Lee,Adventure Drama Fantasy,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy
1250,ghost rider,2007.0,Nicolas Cage,Matt Long,Peter Fonda,Mark Steven Johnson,Action Fantasy Thriller,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller
324668,jason bourne,2016.0,Matt Damon,Riz Ahmed,Ato Essandoh,Paul Greengrass,Action Thriller,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller
9471,charlie's angels: full throttle,2003.0,Demi Moore,Bernie Mac,Justin Theroux,McG,Action Adventure Comedy Crime,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime
70981,prometheus,2012.0,Michael Fassbender,Charlize Theron,Sean Harris,Ridley Scott,Adventure Mystery Sci-Fi,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi
10996,stuart little 2,2002.0,Nathan Lane,Brad Garrett,Melanie Griffith,Rob Minkoff,Adventure Animation Comedy Family Fantasy,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy
68724,elysium,2013.0,Matt Damon,Sharlto Copley,Alice Braga,Neill Blomkamp,Action Drama Sci-Fi Thriller,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller
2789,the chronicles of riddick,2004.0,Vin Diesel,Alexa Davalos,Christina Cox,David Twohy,Action Adventure Sci-Fi Thriller,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller
7459,speed racer,2008.0,Scott Porter,Kick Gurry,Nicholas Elia,Lana Wachowski,Action Family Sport,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport
42888,how do you know,2010.0,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,James L. Brooks,Comedy Drama Romance,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance
37834,knight and day,2010.0,Tom Cruise,Marc Blucas,Jordi Mollà,James Mangold,Action Comedy Romance,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance
75612,oblivion,2013.0,Morgan Freeman,Tom Cruise,Zoë Bell,Joseph Kosinski,Action Adventure Mystery Sci-Fi,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski Action Adventure Mystery Sci-Fi
1895,star wars: episode iii - revenge of the sith,2005.0,Natalie Portman,Christopher Lee,Hayden Christensen,George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
1894,star wars: episode ii - attack of the clones,2002.0,Natalie Portman,Christopher Lee,Hayden Christensen,George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
585,"monsters, inc.",2001.0,Steve Buscemi,John Ratzenberger,James Coburn,Pete Docter,Adventure Animation Comedy Family Fantasy,Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy
76170,the wolverine,2013.0,Hugh Jackman,Tao Okamoto,Rila Fukushima,James Mangold,Action Adventure Sci-Fi Thriller,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller
1893,star wars: episode i - the phantom menace,1999.0,Natalie Portman,Liam Neeson,Ian McDiarmid,George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
49519,the croods,2013.0,Ryan Reynolds,Emma Stone,Nicolas Cage,Kirk De Micco,Adventure Animation Comedy Family Fantasy,Ryan Reynolds Emma Stone Nicolas Cage Kirk De Micco Adventure Animation Comedy Family Fantasy
2395,asterix at the olympic games,2008.0,Alain Delon,Santiago Segura,Vanessa Hessler,Frédéric Forestier,Adventure Comedy Family Fantasy,Alain Delon Santiago Segura Vanessa Hessler Frédéric Forestier Adventure Comedy Family Fantasy
